No.,Company Name,Logo/Brand,Sponsor Type,Hall,pavilion no.,Originator Country,Representatives,Basic introduction,News/Recent Outstanding Achievement/Applications and Project References,Type of Industry,Hydrogen-focused business,Website,Form of Contacts,Highlighted Info,Unknown,Source_Sheet,Img_Logo,Img_Rep,Img_NewsProj,Img_Contact,Img_Highlight
4,Keller Pressure Sensors,-,Exhibitors,A,16,Switzerland,-,"Europe’s leading manufacturer of isolated pressure transducers and transmitters. The company, which has a global workforce of around 480 employees, was founded in 1974 by Hannes W. Keller, a graduate in physics and the inventor of the integrated silicon measuring cell. The entire value creation, from production of the individual parts and calibration of the sensor through to the final inspection of the finished products, takes place at the headquarters in Winterthur. All KELLER products are therefore «Made in Switzerland».","Keller Pressure Sensors are used in various applications, including hydrogen leak testing systems. For instance, their 33X and 21Y pressure sensors are utilized to measure pressure at fuel cell inlets and outlets, ensuring continuous monitoring and safety in hydrogen applications.

",Manufacturing of pressure sensors and measurement technology.,Hydrogen Production Equipment Manaufacturers and its apparatus,https://keller-druck.com/en/," +41 52 235 25 25

 info@keller-pressure.com",Keller’s pressure sensors play a crucial role in hydrogen technologies by providing reliable and accurate pressure measurements necessary for fuel cells and other hydrogen-based application,-,K,Keller Pressure Sensors_Logo_Image_740.png,Keller Pressure Sensors_Rep_Image_741.png,,,
5,Kelvion Thermal Solutions Holding GmbH,-,Exhibitors,C,146,Germany,-,"Kelvion Thermal Solutions Holding GmbH is a leading global manufacturer of industrial heat exchangers. The company specializes in providing heat exchange solutions for various applications, including cooling and heating systems, process heat transfer, and recovery systems. Kelvion has been active in the industry since the 1920s and rebranded to its current name in 2015.","Kelvion is actively involved in the hydrogen sector, offering specialized heat exchange solutions for hydrogen production and distribution. Their technologies support the transition towards green energy and help in reducing CO2 emissions.",Industrial heat exchangers and thermal solutions.,Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.kts.kelvion.com/,"Tim Mauser
+49 173 528 8821

tim.mauser@kelvion.com",-,-,K,Kelvion Thermal Solutions Holding GmbH_Logo_Image_742.png,Kelvion Thermal Solutions Holding GmbH_Rep_Image_743.png,,,Kelvion Thermal Solutions Holding GmbH_Highlight_Image_744.png
6,KEM,-,Exhibitors,A,14,Germany,-,"KEM Küppers Elektromechanik GmbH, with over 55 years of experience, specializes in flow measurement technology and calibration. The company develops and produces reliable flow meters, transducers, amplifiers, and evaluation electronics, serving various industries worldwide.","KEM’s flow measurement technologies are used in hydrogen refueling applications, ensuring precise and reliable measurements crucial for hydrogen infrastructure.",Flow measurement technology and instrumentation.,Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.kem-kueppers.com/,"Liebigstraße 5
85757 Karlsfeld
Phone: +49 8131 59391-0
Fax: +49 8131 92604

s.ahrens@voegtlin.com",-,-,K,KEM_Logo_Image_745.png,,,,KEM_Highlight_Image_746.png
7,Kiwa Technology B.V.,-,Exhibitors,D,30,Netherlands,-,"Kiwa Technology B.V. is a part of Kiwa Group, specializing in testing, inspection, and certification (TIC). They provide a wide range of services, including laboratory testing, statutory inspections, auditing, assurance activities, consultancy, training, and data services. The company is committed to ensuring the safety, sustainability, and reliability of energy and water supply systems.","Kiwa Technology is actively involved in the energy transition, particularly focusing on hydrogen technologies. They provide testing and certification services for hydrogen production, storage, and distribution systems, ensuring these technologies meet the highest safety and performance standards.","Testing, inspection, certification, consultancy, and training services.",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.kiwa.com/,"Email : technology@kiwa.nl

Chamber of commerce: 08106131

+31 (0)88 998 35 21","The Hydrogen Revolution
Zero-emission transportation, greater flexibility of the electricity grid and cleaner industrial processes are all necessary to realise energy transition. Hydrogen, thanks to its characteristics, has the potential to contribute significantly to the achievement of this ambitious goal. Kiwa, thanks to our expertise in the gas sector and to our wide knowledge of related infrastructures, has a unique stance in the hydrogen market. We are active at national and international levels for technical assistance, testing, inspection and certification of solutions dedicated to this supply chain. Read more about our services in our capability statement.",-,K,Kiwa Technology BV_Logo_Image_747.png,Kiwa Technology BV_Rep_Image_748.png,,,
8,Klaus Union GmbH & Co. KG,-,Exhibitors,C,82,Germany,-,"Klaus Union GmbH & Co. KG, established in 1946, is a leading global supplier of pumps and valves for the industrial sector. The company is renowned for its high-quality, reliable, and resilient products used in transporting aggressive, toxic, and explosive substances, primarily in the chemical and petrochemical industries. Their expertise extends to other sectors such as oil and gas, renewable energy, and power plants.","Klaus Union is actively involved in the hydrogen sector, providing critical components for hydrogen production and distribution systems. Their products are designed to ensure safety and reliability in handling hydrogen, which is essential for the energy transition towards greener solutions.
",Manufacturing of industrial pumps and valves.,Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.klaus-union.com/en/,"  +49 234 4595 - 0

  info@klaus-union.com
","MAGNETIC DRIVE PUMPS POWERING THE HYDROGEN REVOLUTION
Magnetic drive pumps play a crucial role in the production
of hydrogen. They ensure the safe and efficient pumping of
fluids in processes like alkaline water (for KOH or NaOH)
and PEM electrolysis, where hydrogen is generated from
ultra pure water",-,K,Klaus Union GmbH  Co KG_Logo_Image_749.png,Klaus Union GmbH  Co KG_Rep_Image_750.png,,,
9,Koninklijke Vopak N.V,-,Exhibitors,B,40,Netherlands,-,"Koninklijke Vopak N.V., also known as Royal Vopak, is the world's leading independent tank storage company. With over 400 years of history, Vopak provides storage and handling services for bulk liquid products and gases, including chemicals, oil, gases, LNG, biofuels, and vegetable oils. The company operates a global network of terminals located at strategic locations along major trade routes​","Vopak Singapore explores expanding its ammonia infrastructure for low carbon power generation and bunker fuel

In response to the growing demand for sustainable energy, Vopak Singapore is exploring the expansion of its ammonia storage infrastructure with full import and export capabilities for low carbon power generation and bunker fuels at its Banyan terminal. ","Transportation, Logistics, Supply Chain and Storage",Energy Carrier/Transporter/Shipping/Developer/Exploration,https://www.vopak.com/,"P.O. Box 863
3000 AW Rotterdam
The Netherlands

Trade register: 24295332
Telephone: +31 (0)10 400 2911
Telefax : +31 (0)10 413 9829","Vopak is committed to shaping a sustainable future by providing critical infrastructure for hydrogen and other renewable energy sources. Their terminals and services are designed to facilitate the storage and handling of hydrogen, ensuring safe and efficient operations​",-,K,Koninklijke Vopak NV_Logo_Image_751.png,Koninklijke Vopak NV_Rep_Image_752.png,,,
10,Korean Pavilion,-,Exhibitors,E,3,South Korea,-,"The Korean Pavilion represents South Korea at various international exhibitions, such as the Venice Biennale and World Expo. The pavilion showcases Korea's cultural, technological, and artistic achievements. The pavilion was first established in 1996 at the Venice Biennale and has since been a significant platform for Korean art and culture on the global stage​ ",-,Cultural exhibitions and international representation.,Conference Organizer/ Event Advertiser/Journalism/,https://www.korean-pavilion.or.kr/,"DISTANZ Verlag
info@distanz.de","The Korean Pavilion is known for its innovative and immersive exhibits, which often combine traditional Korean culture with modern technological advancements. The pavilion plays a crucial role in promoting Korea's cultural diplomacy and international collaborations",-,K,Korean Pavilion_Logo_Image_753.png,Korean Pavilion_Rep_Image_754.png,,,
11,Koso Kent Introl & Oxford Flow,-,Exhibitors,C,17,United Kingdom,-,"Koso Kent Introl Ltd. is a leading manufacturer of industrial valves, specializing in the design and production of control valves, choke valves, and subsea valves. Founded in 1967, the company became part of the Nihon Koso Co., Ltd. group in 2005, which significantly expanded its global reach and capabilities. The company is known for providing high-performance products that operate in some of the most severe service conditions in industries such as oil and gas, petrochemical, and power.","Koso Kent Introl has been involved in the hydrogen sector, supplying valves that are crucial for hydrogen duty control applications. The company has a history of supplying high-quality valves for hydrogen and other clean energy applications, ensuring safety and efficiency in hydrogen production and distribution.",Industrial Machinery Manufacturing - control valve,Hydrogen Production Equipment Manaufacturers and its apparatus,http://www.kentintrol.com,"Armytage Road, Brighouse, West Yorkshire HD6 1QF
Tel: +44 (0)1484 710311
Email: info@kentintrol.com","Koso Kent Introl’s valves are designed to handle the stringent requirements of hydrogen applications, providing reliability and safety in hydrogen production, storage, and distribution processes.

",-,K,Koso Kent Introl  Oxford Flow_Logo_Image_755.png,Koso Kent Introl  Oxford Flow_Rep_Image_756.png,,,
1,Lamons,-,Exhibitors,E,50,United States,-,"Founded in 1947, Lamons is one of the largest privately held gasket, seal, bolt and hose assembly manufacturers in the world. Our mission is to provide industry-leading safety sealing and attachment solutions through our valued quality products, our exceptional service, and our culture of never-ending continuous improvement. We achieve this mission through deploying the capabilities of our manufacturing facility in Houston while utilizing our other 19 strategically located branches to support our customers’ industrial supply and service needs 24/7.",https://www.lamons.com/industries/energy/hydrogen/,"Gasket
Kit
Seal
Hose
Expansion joint",Hydrogen Production Equipment Manaufacturers and its apparatus,https://www.lamons.com/,"+1 832 506 8310
megan.decker@lamons.com",-,-,L,Lamons_Logo_Image_757.png,Lamons_Rep_Image_758.jpeg,,,
2,Lhyfe Germany GmbH,-,Exhibitors,C,22,Germany,-,"Lhyfe, a pioneering company in green and renewable hydrogen
Founded in 2017 by Matthieu Guesné, Lhyfe is a European group dedicated to the energy transition, producer and supplier of green and renewable hydrogen.

Its production sites aim to provide access to green and renewable hydrogen in industrial quantities allowing entire sections of industry and mobility the opportunity to decarbonise and enter a clean energy model.",https://www.lhyfe.com/our-production-units/,Hydrogen Technology,Renewable Energy Companies,https://www.lhyfe.com/,https://www.lhyfe.com/contact/,-,-,L,Lhyfe Germany GmbH_Logo_Image_759.png,Lhyfe Germany GmbH_Rep_Image_760.jpeg,,,
